merchant_id,snapshot_month,risk_score,risk_band
M00120,2026-04-01,0.688,High
M00120,2026-05-01,0.5046,Medium
M00120,2026-06-01,0.5018,Medium
M00121,2026-01-01,0.3053,Low
M00121,2026-02-01,0.0822,Low
M00121,2026-03-01,0.2812,Low
M00121,2026-04-01,0.4285,Medium
M00121,2026-05-01,0.3174,Low
M00121,2026-06-01,0.3233,Low
M00122,2026-01-01,0.5078,Medium
M00122,2026-02-01,0.3728,Medium
M00122,2026-03-01,0.5027,Medium
M00122,2026-04-01,0.4431,Medium
M00122,2026-05-01,0.3952,Medium
M00122,2026-06-01,0.537,Medium
M00123,2026-01-01,0.3298,Low
M00123,2026-02-01,0.2828,Low
M00123,2026-03-01,0.3414,Low
M00123,2026-04-01,0.2123,Low
M00123,2026-05-01,0.2399,Low
M00123,2026-06-01,0.247,Low
M00124,2026-01-01,0.4528,Medium
M00124,2026-02-01,0.5495,Medium
M00124,2026-03-01,0.5321,Medium
M00124,2026-04-01,0.6484,Medium
M00124,2026-05-01,0.4298,Medium
M00124,2026-06-01,0.4658,Medium
M00125,2026-01-01,0.1339,Low
M00125,2026-02-01,0.1842,Low
M00125,2026-03-01,0.1738,Low
M00125,2026-04-01,0.3342,Low
M00125,2026-05-01,0.2341,Low
M00125,2026-06-01,0.2866,Low
M00126,2026-01-01,0.2344,Low
M00126,2026-02-01,0.1763,Low
M00126,2026-03-01,0.2144,Low
M00126,2026-04-01,0.1517,Low
M00126,2026-05-01,0.0202,Low
M00126,2026-06-01,0.3287,Low
M00127,2026-01-01,0.3808,Medium
M00127,2026-02-01,0.2711,Low
M00127,2026-03-01,0.1906,Low
M00127,2026-04-01,0.2738,Low
M00127,2026-05-01,0.3086,Low
M00127,2026-06-01,0.2799,Low
M00128,2026-01-01,0.3603,Medium
M00128,2026-02-01,0.1784,Low
M00128,2026-03-01,0.3051,Low
M00128,2026-04-01,0.2582,Low
M00128,2026-05-01,0.2659,Low
M00128,2026-06-01,0.236,Low
M00129,2026-01-01,0.0886,Low
M00129,2026-02-01,0.2464,Low
M00129,2026-03-01,0.2092,Low
M00129,2026-04-01,0.1561,Low
M00129,2026-05-01,0.2807,Low
M00129,2026-06-01,0.1914,Low
M00130,2026-01-01,0.1695,Low
M00130,2026-02-01,0.1511,Low
M00130,2026-03-01,0.2822,Low
M00130,2026-04-01,0.1618,Low
M00130,2026-05-01,0.2138,Low
M00130,2026-06-01,0.1862,Low
M00131,2026-01-01,0.4624,Medium
M00131,2026-02-01,0.4733,Medium
M00131,2026-03-01,0.5295,Medium
M00131,2026-04-01,0.4648,Medium
M00131,2026-05-01,0.5152,Medium
M00131,2026-06-01,0.6421,Medium
M00132,2026-01-01,0.5023,Medium
M00132,2026-02-01,0.4207,Medium
M00132,2026-03-01,0.4389,Medium
M00132,2026-04-01,0.5874,Medium
M00132,2026-05-01,0.6473,Medium
M00132,2026-06-01,0.5744,Medium
M00133,2026-01-01,0.1628,Low
M00133,2026-02-01,0.1497,Low
M00133,2026-03-01,0.2784,Low
M00133,2026-04-01,0.236,Low
M00133,2026-05-01,0.3163,Low
M00133,2026-06-01,0.1562,Low
M00134,2026-01-01,0.8573,High
M00134,2026-02-01,0.7814,High
M00134,2026-03-01,0.7961,High
M00134,2026-04-01,0.7392,High
M00134,2026-05-01,0.7746,High
M00134,2026-06-01,0.7653,High
M00135,2026-01-01,0.6689,Medium
M00135,2026-02-01,0.7845,High
M00135,2026-03-01,0.7601,High
M00135,2026-04-01,0.7958,High
M00135,2026-05-01,0.7628,High
M00135,2026-06-01,0.7956,High
M00136,2026-01-01,0.6671,Medium
M00136,2026-02-01,0.765,High
M00136,2026-03-01,0.777,High
M00136,2026-04-01,0.8307,High
M00136,2026-05-01,0.8096,High
M00136,2026-06-01,0.7284,High
M00137,2026-01-01,0.5234,Medium
M00137,2026-02-01,0.4297,Medium
M00137,2026-02-01,0.4318,Medium
M00137,2026-03-01,0.5187,Medium
M00137,2026-04-01,0.584,Medium
M00137,2026-05-01,0.5046,Medium
M00137,2026-06-01,0.5484,Medium
M00138,2026-01-01,0.3074,Low
M00138,2026-02-01,0.3342,Low
M00138,2026-03-01,0.2487,Low
M00138,2026-04-01,0.1942,Low
M00138,2026-05-01,0.3014,Low
M00138,2026-06-01,0.1963,Low
M00139,2026-01-01,0.222,Low
M00139,2026-02-01,0.2035,Low
M00139,2026-03-01,0.2323,Low
M00139,2026-04-01,0.2038,Low
M00139,2026-05-01,0.1698,Low
M00139,2026-06-01,0.2842,Low
M00140,2026-01-01,0.3232,Low
M00140,2026-02-01,0.1986,Low
M00140,2026-03-01,0.3447,Low
M00140,2026-04-01,0.01,Low
M00140,2026-05-01,0.3678,Medium
M00140,2026-06-01,0.1097,Low
M00141,2026-01-01,0.5311,Medium
M00141,2026-02-01,0.4046,Medium
M00141,2026-03-01,0.5214,Medium
M00141,2026-04-01,0.4256,Medium
M00141,2026-05-01,0.5504,Medium
M00141,2026-06-01,0.5505,Medium
M00142,2026-01-01,0.6338,Medium
M00142,2026-02-01,0.3757,Medium
M00142,2026-03-01,0.5859,Medium
M00142,2026-04-01,0.5206,Medium
M00142,2026-05-01,0.6464,Medium
M00142,2026-06-01,0.5201,Medium
M00143,2026-01-01,0.4899,Medium
M00143,2026-01-01,0.5084,Medium
M00143,2026-02-01,0.5952,Medium
M00143,2026-03-01,0.6764,High
M00143,2026-04-01,0.514,Medium
M00143,2026-05-01,0.6477,Medium
M00143,2026-06-01,0.6163,Medium
M00144,2026-01-01,0.4761,Medium
M00144,2026-02-01,0.6525,Medium
M00144,2026-03-01,0.3915,Medium
M00144,2026-04-01,0.6247,Medium
M00144,2026-05-01,0.5363,Medium
M00144,2026-06-01,0.4764,Medium
M00145,2026-01-01,0.1776,Low
M00145,2026-02-01,0.141,Low
M00145,2026-03-01,0.191,Low
M00145,2026-04-01,0.1453,Low
M00145,2026-05-01,0.3872,Medium
M00145,2026-06-01,0.2513,Low
M00146,2026-01-01,0.5097,Medium
M00146,2026-02-01,0.4811,Medium
M00146,2026-03-01,0.5584,Medium
M00146,2026-04-01,0.4527,Medium
M00146,2026-05-01,0.5486,Medium
M00146,2026-06-01,0.4467,Medium
M00147,2026-01-01,0.0915,Low
M00147,2026-02-01,0.0606,Low
M00147,2026-03-01,0.2377,Low
M00147,2026-04-01,0.3245,Low
M00147,2026-05-01,0.1846,Low
M00147,2026-06-01,0.3291,Low
M00148,2026-01-01,0.2453,Low
M00148,2026-02-01,0.2785,Low
M00148,2026-03-01,0.0137,Low
M00148,2026-04-01,0.1737,Low
M00148,2026-05-01,0.304,Low
M00148,2026-06-01,0.1716,Low
M00149,2026-01-01,0.1251,Low
M00149,2026-02-01,0.1279,Low
M00149,2026-03-01,0.1472,Low
M00149,2026-04-01,0.3978,Medium
M00149,2026-05-01,0.2073,Low
M00149,2026-06-01,0.2475,Low
M00150,2026-01-01,0.3009,Low
M00150,2026-02-01,0.4009,Medium
M00150,2026-03-01,0.2256,Low
M00150,2026-04-01,0.2753,Low
M00150,2026-05-01,0.3065,Low
M00150,2026-06-01,0.204,Low
M00151,2026-01-01,0.4934,Medium
M00151,2026-02-01,0.6262,Medium
M00151,2026-03-01,0.5694,Medium
M00151,2026-04-01,0.5985,Medium
M00151,2026-05-01,0.3245,Low
M00151,2026-06-01,0.6463,Medium
M00152,2026-01-01,0.287,Low
M00152,2026-02-01,0.2434,Low
M00152,2026-03-01,0.2843,Low
M00152,2026-04-01,0.2705,Low
M00152,2026-05-01,0.0719,Low
M00152,2026-06-01,0.2841,Low
M00153,2026-01-01,0.578,Medium
M00153,2026-02-01,0.6124,Medium
M00153,2026-03-01,0.5069,Medium
M00153,2026-04-01,0.6624,Medium
M00153,2026-05-01,0.5796,Medium
M00153,2026-06-01,0.6921,High
M00154,2026-01-01,0.4615,Medium
M00154,2026-02-01,0.5999,Medium
M00154,2026-03-01,0.5821,Medium
M00154,2026-04-01,0.7223,High
M00154,2026-05-01,0.5529,Medium
M00154,2026-06-01,0.4965,Medium
M00155,2026-01-01,0.2842,Low
M00155,2026-02-01,0.4272,Medium
M00155,2026-03-01,0.1636,Low
M00155,2026-04-01,0.1608,Low
M00155,2026-05-01,0.3576,Medium
M00155,2026-06-01,0.1779,Low
M00156,2026-01-01,0.1714,Low
M00156,2026-02-01,0.1778,Low
M00156,2026-03-01,0.1197,Low
M00156,2026-04-01,0.1299,Low
M00156,2026-05-01,0.1436,Low
M00156,2026-06-01,0.0387,Low
M00157,2026-01-01,0.1706,Low
M00157,2026-02-01,0.2626,Low
M00157,2026-03-01,0.1894,Low
M00157,2026-04-01,0.0904,Low
M00157,2026-05-01,0.1647,Low
M00157,2026-06-01,0.3865,Medium
M00158,2026-01-01,0.0956,Low
M00158,2026-02-01,0.3285,Low
M00158,2026-03-01,0.3547,Medium
M00158,2026-04-01,0.3368,Low
M00158,2026-05-01,0.227,Low
M00158,2026-06-01,0.2426,Low
M00159,2026-01-01,0.1403,Low
M00159,2026-02-01,0.191,Low
M00159,2026-03-01,0.0597,Low
M00159,2026-04-01,0.2217,Low
M00159,2026-05-01,0.154,Low
M00159,2026-06-01,0.1969,Low
M00160,2026-01-01,0.2709,Low
M00160,2026-02-01,0.284,Low
M00160,2026-03-01,0.1169,Low
M00160,2026-04-01,0.1713,Low
M00160,2026-05-01,0.2761,Low
M00160,2026-06-01,0.3473,Low
M00161,2026-01-01,0.1725,Low
M00161,2026-02-01,0.3088,Low
M00161,2026-02-01,0.3182,Low
M00161,2026-03-01,0.3691,Medium
M00161,2026-04-01,0.1987,Low
M00161,2026-05-01,0.1813,Low
M00161,2026-06-01,0.2086,Low
M00162,2026-01-01,0.2675,Low
M00162,2026-02-01,0.1676,Low
M00162,2026-03-01,0.2632,Low
M00162,2026-04-01,0.1915,Low
M00162,2026-05-01,0.1252,Low
M00162,2026-06-01,0.3977,Medium
M00163,2026-01-01,0.1936,Low
M00163,2026-02-01,0.1052,Low
M00163,2026-03-01,0.2345,Low
M00163,2026-04-01,0.2147,Low
M00163,2026-05-01,0.1606,Low
M00163,2026-06-01,0.3329,Low
M00164,2026-01-01,0.7477,High
M00164,2026-02-01,0.783,High
M00164,2026-03-01,0.6433,Medium
M00164,2026-04-01,0.8809,High
M00164,2026-05-01,0.773,High
M00164,2026-06-01,0.7808,High
M00165,2026-01-01,0.5854,Medium
M00165,2026-02-01,0.617,Medium
M00165,2026-03-01,0.4309,Medium
M00165,2026-04-01,0.583,Medium
M00165,2026-05-01,0.5004,Medium
M00165,2026-06-01,0.5594,Medium
M00166,2026-01-01,0.1691,Low
M00166,2026-02-01,0.114,Low
M00166,2026-03-01,0.2195,Low
M00166,2026-04-01,0.2246,Low
M00166,2026-05-01,0.115,Low
M00166,2026-06-01,0.3081,Low
M00167,2026-01-01,0.3587,Medium
M00167,2026-02-01,0.4967,Medium
M00167,2026-03-01,0.4921,Medium
M00167,2026-04-01,0.5155,Medium
M00167,2026-05-01,0.3323,Low
M00167,2026-06-01,0.668,Medium
M00168,2026-01-01,0.2385,Low
M00168,2026-02-01,0.282,Low
M00168,2026-03-01,0.1929,Low
M00168,2026-04-01,0.2059,Low
M00168,2026-05-01,0.2925,Low
M00168,2026-06-01,0.3195,Low
M00169,2026-01-01,0.1206,Low
M00169,2026-02-01,0.1171,Low
M00169,2026-03-01,0.1264,Low
M00169,2026-04-01,0.2136,Low
M00169,2026-05-01,0.3027,Low
M00169,2026-06-01,0.1951,Low
M00170,2026-01-01,0.151,Low
M00170,2026-02-01,0.1868,Low
M00170,2026-03-01,0.1951,Low
M00170,2026-04-01,0.1878,Low
M00170,2026-05-01,0.0325,Low
M00170,2026-06-01,0.2605,Low
M00171,2026-01-01,0.5923,Medium
M00171,2026-02-01,0.471,Medium
M00171,2026-03-01,0.6194,Medium
M00171,2026-04-01,0.6297,Medium
M00171,2026-05-01,0.5359,Medium
M00171,2026-06-01,0.5361,Medium
M00172,2026-01-01,0.2552,Low
M00172,2026-02-01,0.2874,Low
M00172,2026-03-01,0.1903,Low
M00172,2026-04-01,0.2512,Low
M00172,2026-05-01,0.2945,Low
M00172,2026-06-01,0.2325,Low
M00173,2026-01-01,0.1795,Low
M00173,2026-02-01,0.1823,Low
M00173,2026-03-01,0.2381,Low
M00173,2026-04-01,0.3744,Medium
M00173,2026-05-01,0.3225,Low
M00173,2026-05-01,0.3392,Low
M00173,2026-06-01,0.2391,Low
M00174,2026-01-01,0.4689,Medium
M00174,2026-02-01,0.5708,Medium
M00174,2026-03-01,0.4782,Medium
M00174,2026-04-01,0.4444,Medium
M00174,2026-05-01,0.6328,Medium
M00174,2026-06-01,0.6089,Medium
M00175,2026-01-01,0.6897,High
M00175,2026-02-01,0.9591,High
M00175,2026-03-01,0.7537,High
M00175,2026-04-01,0.9513,High
M00175,2026-05-01,0.9208,High
M00175,2026-06-01,0.7948,High
M00176,2026-01-01,0.1172,Low
M00176,2026-02-01,0.1072,Low
M00176,2026-03-01,0.2506,Low
M00176,2026-04-01,0.2164,Low
M00176,2026-05-01,0.118,Low
M00176,2026-06-01,0.3574,Medium
M00177,2026-01-01,0.2027,Low
M00177,2026-02-01,0.2323,Low
M00177,2026-03-01,0.2161,Low
M00177,2026-04-01,0.2434,Low
M00177,2026-05-01,0.0805,Low
M00177,2026-06-01,0.2587,Low
M00178,2026-01-01,0.8485,High
M00178,2026-02-01,0.8589,High
M00178,2026-03-01,0.7804,High
M00178,2026-04-01,0.65,Medium
M00178,2026-05-01,0.9243,High
M00178,2026-06-01,0.6314,Medium
M00179,2026-01-01,0.3386,Low
M00179,2026-02-01,0.1336,Low
M00179,2026-03-01,0.2499,Low
M00179,2026-03-01,0.2287,Low
M00179,2026-04-01,0.3007,Low
M00179,2026-05-01,0.1757,Low
M00179,2026-06-01,0.3004,Low
M00180,2026-01-01,0.252,Low
M00180,2026-02-01,0.4092,Medium
M00180,2026-03-01,0.225,Low
M00180,2026-04-01,0.3829,Medium
M00180,2026-05-01,0.3986,Medium
M00180,2026-06-01,0.2316,Low
M00181,2026-01-01,0.7763,High
M00181,2026-01-01,0.7843,High
M00181,2026-02-01,0.7937,High
M00181,2026-03-01,0.7103,High
M00181,2026-04-01,0.8332,High
M00181,2026-05-01,0.8165,High
M00181,2026-06-01,0.7808,High
M00182,2026-01-01,0.4977,Medium
M00182,2026-02-01,0.4233,Medium
M00182,2026-03-01,0.4755,Medium
M00182,2026-04-01,0.5826,Medium
M00182,2026-05-01,0.4618,Medium
M00182,2026-06-01,0.6728,High
M00183,2026-01-01,0.2726,Low
M00183,2026-02-01,0.2427,Low
M00183,2026-03-01,0.2226,Low
M00183,2026-04-01,0.3176,Low
M00183,2026-05-01,0.2661,Low
M00183,2026-06-01,0.3111,Low
M00184,2026-01-01,0.4724,Medium
M00184,2026-02-01,0.3614,Medium
M00184,2026-03-01,0.3893,Medium
M00184,2026-04-01,0.6675,Medium
M00184,2026-05-01,0.5903,Medium
M00184,2026-06-01,0.5443,Medium
M00185,2026-01-01,0.427,Medium
M00185,2026-02-01,0.4779,Medium
M00185,2026-03-01,0.7159,High
M00185,2026-04-01,0.4799,Medium
M00185,2026-05-01,0.4915,Medium
M00185,2026-06-01,0.5922,Medium
M00186,2026-01-01,0.3053,Low
M00186,2026-02-01,0.1851,Low
M00186,2026-03-01,0.2735,Low
M00186,2026-04-01,0.2126,Low
M00186,2026-05-01,0.3391,Low
M00186,2026-06-01,0.302,Low
M00187,2026-01-01,0.2116,Low
M00187,2026-02-01,0.2679,Low
M00187,2026-03-01,0.0792,Low
M00187,2026-04-01,0.3118,Low
M00187,2026-05-01,0.2669,Low
M00187,2026-06-01,0.3152,Low
M00188,2026-01-01,0.1581,Low
M00188,2026-02-01,0.2671,Low
M00188,2026-03-01,0.2215,Low
M00188,2026-04-01,0.1157,Low
M00188,2026-05-01,0.2373,Low
M00188,2026-06-01,0.2997,Low
M00189,2026-01-01,0.5349,Medium
M00189,2026-02-01,0.4228,Medium
M00189,2026-03-01,0.6446,Medium
M00189,2026-04-01,0.4139,Medium
M00189,2026-05-01,0.5734,Medium
M00189,2026-06-01,0.4309,Medium
M00190,2026-01-01,0.4833,Medium
M00190,2026-02-01,0.5282,Medium
M00190,2026-03-01,0.5738,Medium
M00190,2026-04-01,0.5802,Medium
M00190,2026-05-01,0.526,Medium
M00190,2026-06-01,0.5413,Medium
M00191,2026-01-01,0.2951,Low
M00191,2026-02-01,0.2884,Low
M00191,2026-03-01,0.2488,Low
M00191,2026-04-01,0.2708,Low
M00191,2026-05-01,0.1878,Low
M00191,2026-06-01,0.1247,Low
M00192,2026-01-01,0.5658,Medium
M00192,2026-02-01,0.4993,Medium
M00192,2026-03-01,0.4661,Medium
M00192,2026-04-01,0.6213,Medium
M00192,2026-05-01,0.5006,Medium
M00192,2026-06-01,0.459,Medium
M00193,2026-01-01,0.4923,Medium
M00193,2026-01-01,0.4858,Medium
M00193,2026-02-01,0.5843,Medium
M00193,2026-03-01,0.6005,Medium
M00193,2026-04-01,0.4705,Medium
M00193,2026-05-01,0.4807,Medium
M00193,2026-06-01,0.5413,Medium
M00194,2026-01-01,0.3365,Low
M00194,2026-02-01,0.2934,Low
M00194,2026-03-01,0.2125,Low
M00194,2026-04-01,0.1967,Low
M00194,2026-05-01,0.2356,Low
M00194,2026-06-01,0.1167,Low
M00195,2026-01-01,0.5516,Medium
M00195,2026-02-01,0.3485,Low
M00195,2026-03-01,0.4985,Medium
M00195,2026-04-01,0.5893,Medium
M00195,2026-05-01,0.561,Medium
M00195,2026-06-01,0.6451,Medium
M00196,2026-01-01,0.5107,Medium
M00196,2026-02-01,0.4773,Medium
M00196,2026-03-01,0.5705,Medium
M00196,2026-04-01,0.4503,Medium
M00196,2026-05-01,0.546,Medium
M00196,2026-06-01,0.4606,Medium
M00197,2026-01-01,0.2968,Low
M00197,2026-02-01,0.1785,Low
M00197,2026-03-01,0.1862,Low
M00197,2026-04-01,0.1641,Low
M00197,2026-05-01,0.2969,Low
M00197,2026-06-01,0.2341,Low
M00198,2026-01-01,0.7585,High
M00198,2026-02-01,0.7185,High
M00198,2026-02-01,0.6945,High
M00198,2026-03-01,0.7305,High
M00198,2026-04-01,0.8043,High
M00198,2026-05-01,0.7623,High
M00198,2026-06-01,0.734,High
M00199,2026-01-01,0.3058,Low
M00199,2026-02-01,0.4372,Medium
M00199,2026-03-01,0.3155,Low
M00199,2026-04-01,0.1186,Low
M00199,2026-05-01,0.2743,Low
M00199,2026-06-01,0.3091,Low
M00200,2026-01-01,0.1885,Low
M00200,2026-02-01,0.1519,Low
M00200,2026-03-01,0.2928,Low
M00200,2026-04-01,0.2855,Low
M00200,2026-05-01,0.3456,Low
M00200,2026-06-01,0.2391,Low
M00201,2026-01-01,0.5416,Medium
M00201,2026-02-01,0.4895,Medium
M00201,2026-03-01,0.5438,Medium
M00201,2026-04-01,0.5258,Medium
M00201,2026-05-01,0.7091,High
M00201,2026-06-01,0.5255,Medium
M00202,2026-01-01,0.5954,Medium
M00202,2026-02-01,0.5265,Medium
M00202,2026-03-01,0.4568,Medium
M00202,2026-04-01,0.4909,Medium
M00202,2026-05-01,0.5984,Medium
M00202,2026-06-01,0.4939,Medium
M00203,2026-01-01,0.7822,High
M00203,2026-02-01,0.8645,High
M00203,2026-03-01,0.6551,Medium
M00203,2026-04-01,0.8709,High
M00203,2026-05-01,0.7875,High
M00203,2026-06-01,0.7979,High
M00204,2026-01-01,0.1966,Low
M00204,2026-02-01,0.2811,Low
M00204,2026-03-01,0.1613,Low
M00204,2026-04-01,0.2183,Low
M00204,2026-05-01,0.1916,Low
M00204,2026-06-01,0.3386,Low
M00205,2026-01-01,0.2741,Low
M00205,2026-02-01,0.1724,Low
M00205,2026-03-01,0.2375,Low
M00205,2026-04-01,0.2054,Low
M00205,2026-05-01,0.172,Low
M00205,2026-06-01,0.1226,Low
M00206,2026-01-01,0.2135,Low
M00206,2026-02-01,0.2071,Low
M00206,2026-03-01,0.3245,Low
M00206,2026-04-01,0.4303,Medium
M00206,2026-05-01,0.2454,Low
M00206,2026-06-01,0.3399,Low
M00207,2026-01-01,0.5682,Medium
M00207,2026-02-01,0.5563,Medium
M00207,2026-03-01,0.4904,Medium
M00207,2026-04-01,0.5564,Medium
M00207,2026-05-01,0.4685,Medium
M00207,2026-06-01,0.5435,Medium
M00208,2026-01-01,0.2217,Low
M00208,2026-02-01,0.0729,Low
M00208,2026-03-01,0.2362,Low
M00208,2026-04-01,0.191,Low
M00208,2026-05-01,0.3205,Low
M00208,2026-06-01,0.1644,Low
M00209,2026-01-01,0.522,Medium
M00209,2026-02-01,0.629,Medium
M00209,2026-03-01,0.5856,Medium
M00209,2026-04-01,0.5809,Medium
M00209,2026-05-01,0.4816,Medium
M00209,2026-06-01,0.6222,Medium
M00210,2026-01-01,0.3189,Low
M00210,2026-02-01,0.1405,Low
M00210,2026-03-01,0.2278,Low
M00210,2026-04-01,0.2212,Low
M00210,2026-05-01,0.2893,Low
M00210,2026-06-01,0.3605,Medium
M00211,2026-01-01,0.2076,Low
M00211,2026-02-01,0.2437,Low
M00211,2026-03-01,0.2445,Low
M00211,2026-04-01,0.1651,Low
M00211,2026-05-01,0.2519,Low
M00211,2026-06-01,0.1055,Low
M00212,2026-01-01,0.2253,Low
M00212,2026-02-01,0.2192,Low
M00212,2026-03-01,0.1485,Low
M00212,2026-04-01,0.2994,Low
M00212,2026-05-01,0.2479,Low
M00212,2026-06-01,0.2278,Low
M00213,2026-01-01,0.651,Medium
M00213,2026-02-01,0.7827,High
M00213,2026-03-01,0.6694,Medium
M00213,2026-04-01,0.8869,High
M00213,2026-05-01,0.7796,High
M00213,2026-06-01,0.7797,High
M00214,2026-01-01,0.1629,Low
M00214,2026-02-01,0.268,Low
M00214,2026-03-01,0.23,Low
M00214,2026-04-01,0.2288,Low
M00214,2026-05-01,0.3199,Low
M00214,2026-06-01,0.2671,Low
M00215,2026-01-01,0.2024,Low
M00215,2026-02-01,0.2247,Low
M00215,2026-03-01,0.1049,Low
M00215,2026-04-01,0.2722,Low
M00215,2026-05-01,0.0731,Low
M00215,2026-05-01,0.0605,Low
M00215,2026-06-01,0.2622,Low
M00216,2026-01-01,0.0607,Low
M00216,2026-02-01,0.2685,Low
M00216,2026-03-01,0.2125,Low
M00216,2026-04-01,0.3105,Low
M00216,2026-05-01,0.2732,Low
M00216,2026-06-01,0.2471,Low
M00217,2026-01-01,0.6811,High
M00217,2026-02-01,0.7298,High
M00217,2026-03-01,0.8148,High
M00217,2026-04-01,0.7712,High
M00217,2026-05-01,0.8029,High
M00217,2026-06-01,0.7506,High
M00218,2026-01-01,0.5594,Medium
M00218,2026-02-01,0.3855,Medium
M00218,2026-03-01,0.5349,Medium
M00218,2026-04-01,0.5351,Medium
M00218,2026-05-01,0.5217,Medium
M00218,2026-06-01,0.4472,Medium
M00219,2026-01-01,0.8124,High
M00219,2026-02-01,0.7591,High
M00219,2026-03-01,0.8295,High
M00219,2026-04-01,0.8266,High
M00219,2026-05-01,0.8016,High
M00219,2026-06-01,0.8433,High
M00220,2026-01-01,0.3703,Medium
M00220,2026-02-01,0.3335,Low
M00220,2026-03-01,0.1103,Low
M00220,2026-04-01,0.1717,Low
M00220,2026-05-01,0.2866,Low
M00220,2026-06-01,0.2862,Low
M00221,2026-01-01,0.0698,Low
M00221,2026-02-01,0.0989,Low
M00221,2026-03-01,0.227,Low
M00221,2026-04-01,0.2057,Low
M00221,2026-05-01,0.3284,Low
M00221,2026-06-01,0.2915,Low
M00222,2026-01-01,0.2834,Low
M00222,2026-02-01,0.2177,Low
M00222,2026-03-01,0.2153,Low
M00222,2026-04-01,0.3075,Low
M00222,2026-05-01,0.2446,Low
M00222,2026-05-01,0.2482,Low
M00222,2026-06-01,0.1691,Low
M00222,2026-06-01,0.1482,Low
M00223,2026-01-01,0.5484,Medium
M00223,2026-02-01,0.4728,Medium
M00223,2026-03-01,0.4429,Medium
M00223,2026-03-01,0.4237,Medium
M00223,2026-04-01,0.5336,Medium
M00223,2026-05-01,0.4667,Medium
M00223,2026-06-01,0.4209,Medium
M00224,2026-01-01,0.1618,Low
M00224,2026-02-01,0.3929,Medium
M00224,2026-03-01,0.2617,Low
M00224,2026-04-01,0.2333,Low
M00224,2026-05-01,0.241,Low
M00224,2026-06-01,0.2652,Low
M00225,2026-01-01,0.6193,Medium
M00225,2026-02-01,0.3512,Medium
M00225,2026-03-01,0.5553,Medium
M00225,2026-04-01,0.554,Medium
M00225,2026-05-01,0.5,Medium
M00225,2026-06-01,0.6559,Medium
M00226,2026-01-01,0.063,Low
M00226,2026-02-01,0.2402,Low
M00226,2026-03-01,0.1033,Low
M00226,2026-04-01,0.3952,Medium
M00226,2026-05-01,0.3662,Medium
M00226,2026-06-01,0.3395,Low
M00227,2026-01-01,0.6192,Medium
M00227,2026-02-01,0.4952,Medium
M00227,2026-03-01,0.5193,Medium
M00227,2026-04-01,0.6492,Medium
M00227,2026-05-01,0.618,Medium
M00227,2026-06-01,0.4695,Medium
M00228,2026-01-01,0.2041,Low
M00228,2026-02-01,0.1462,Low
M00228,2026-03-01,0.2333,Low
M00228,2026-04-01,0.386,Medium
M00228,2026-05-01,0.3788,Medium
M00228,2026-06-01,0.3117,Low
M00229,2026-01-01,0.2603,Low
M00229,2026-02-01,0.3345,Low
M00229,2026-03-01,0.2078,Low
M00229,2026-04-01,0.1976,Low
M00229,2026-05-01,0.3023,Low
M00229,2026-06-01,0.3254,Low
M00230,2026-01-01,0.5419,Medium
M00230,2026-02-01,0.4251,Medium
M00230,2026-03-01,0.6208,Medium
M00230,2026-04-01,0.4492,Medium
M00230,2026-05-01,0.5534,Medium
M00230,2026-06-01,0.6846,High
M00231,2026-01-01,0.3142,Low
M00231,2026-02-01,0.0342,Low
M00231,2026-03-01,0.2041,Low
M00231,2026-04-01,0.2203,Low
M00231,2026-05-01,0.2877,Low
M00231,2026-06-01,0.2759,Low
M00232,2026-01-01,0.6287,Medium
M00232,2026-02-01,0.7432,High
M00232,2026-03-01,0.7386,High
M00232,2026-04-01,0.9073,High
M00232,2026-05-01,0.8334,High
M00232,2026-06-01,0.8488,High
M00233,2026-01-01,0.5962,Medium
M00233,2026-02-01,0.4122,Medium
M00233,2026-03-01,0.4309,Medium
M00233,2026-04-01,0.4257,Medium
M00233,2026-05-01,0.4889,Medium
M00233,2026-06-01,0.4479,Medium
M00234,2026-01-01,0.1047,Low
M00234,2026-02-01,0.2173,Low
M00234,2026-03-01,0.123,Low
M00234,2026-04-01,0.2005,Low
M00234,2026-05-01,0.2217,Low
M00234,2026-06-01,0.2408,Low
M00235,2026-01-01,0.2202,Low
M00235,2026-02-01,0.2283,Low
M00235,2026-03-01,0.1944,Low
M00235,2026-04-01,0.3043,Low
M00235,2026-05-01,0.1437,Low
M00235,2026-06-01,0.4199,Medium
M00236,2026-01-01,0.3469,Low
M00236,2026-02-01,0.286,Low
M00236,2026-03-01,0.3855,Medium
M00236,2026-04-01,0.384,Medium
M00236,2026-05-01,0.1622,Low
M00236,2026-06-01,0.32,Low
M00237,2026-01-01,0.3436,Low
M00237,2026-02-01,0.2042,Low
M00237,2026-03-01,0.2125,Low
M00237,2026-04-01,0.2192,Low
M00237,2026-05-01,0.3335,Low
M00237,2026-06-01,0.2293,Low
M00238,2026-01-01,0.1265,Low
M00238,2026-02-01,0.1682,Low
M00238,2026-03-01,0.0579,Low
M00238,2026-04-01,0.2871,Low
M00238,2026-05-01,0.1755,Low
M00238,2026-06-01,0.3669,Medium
M00239,2026-01-01,0.3212,Low
M00239,2026-02-01,0.0975,Low
M00239,2026-03-01,0.299,Low
M00239,2026-04-01,0.1243,Low
M00239,2026-05-01,0.1963,Low
M00239,2026-06-01,0.1261,Low
