settlement_id,transaction_id,settlement_amount,settlement_currency,fee_amount,settlement_status,settlement_date
SET00000390,T00000442,11.87,AED,0.08,SETTLED,2026-06-08
SET00000391,T00000443,4879.24,INR,7.34,SETTLED,2026-05-31
SET00000392,T00000446,34.96,SGD,0.17,SETTLED,2026-03-25
SET00000393,T00000447,53.31,SGD,0.18,SETTLED,2026-03-31
SET00000394,T00000448,14213.18,INR,22.46,SETTLED,2026-01-14
SET00000395,T00000449,338.84,AED,0.54,SETTLED,2026-06-08
SET00000396,T00000450,49.62,AED,0.11,EXCEPTION,2026-05-22
SET00000397,T00000450,49.62,AED,0.19,EXCEPTION,2026-05-21
SET00000398,T00000451,66.16,SGD,0.24,SETTLED,2026-04-29
SET00000399,T00000452,31.44,SGD,0.14,SETTLED,2026-04-05
SET00000400,T00000454,1209.98,INR,2.28,SETTLED,2026-03-11
SET00000401,T00000455,4708.24,INR,11.22,SETTLED,2026-03-23
SET00000402,T00000456,1202.54,INR,3.74,SETTLED,2026-06-25
SET00000403,T00000457,1034.14,INR,2.79,SETTLED,2026-01-21
SET00000404,T00000458,1515.5,INR,4.83,SETTLED,2026-06-03
SET00000405,T00000459,12.74,AED,0.06,SETTLED,2026-05-24
SET00000406,T00000460,31.92,AED,0.17,SETTLED,2026-06-19
SET00000407,T00000461,1560.77,INR,3.26,SETTLED,2026-01-31
SET00000408,T00000462,158.7,AED,0.48,SETTLED,2026-06-29
SET00000409,T00000463,2642.01,INR,3.98,SETTLED,2026-01-12
SET00000410,T00000464,1835.27,INR,3.38,SETTLED,2026-03-22
SET00000411,T00000465,1218.11,INR,3.17,PENDING,2026-01-26
SET00000412,T00000466,1709.74,INR,3.65,SETTLED,2026-01-17
SET00000413,T00000467,9.78,SGD,0.09,SETTLED,2026-06-30
SET00000414,T00000468,1483.97,INR,4.33,SETTLED,2026-05-25
SET00000415,T00000469,349.83,AED,1.02,SETTLED,2026-04-25
SET00000416,T00000470,75.28,SGD,0.18,SETTLED,2026-02-01
SET00000417,T00000471,104.32,SGD,0.37,SETTLED,2026-04-24
SET00000418,T00000472,123.76,SGD,0.21,SETTLED,2026-03-22
SET00000419,T00000473,1719.41,INR,4.72,SETTLED,2026-03-12
SET00000420,T00000474,10.93,SGD,0.09,SETTLED,2026-05-12
SET00000421,T00000475,3826.31,INR,11.84,SETTLED,2026-06-05
SET00000422,T00000476,113.95,AED,0.34,SETTLED,2026-04-13
SET00000423,T00000477,7.36,SGD,0.08,SETTLED,2026-04-20
SET00000424,T00000478,72.73,AED,0.15,EXCEPTION,2026-05-18
SET00000425,T00000479,6498.79,INR,16.01,SETTLED,2026-02-06
SET00000426,T00000481,38.74,SGD,0.13,SETTLED,2026-06-10
SET00000427,T00000482,43.88,AED,0.16,SETTLED,2026-04-27
SET00000428,T00000483,77.82,SGD,0.25,EXCEPTION,2026-02-19
SET00000429,T00000484,413.12,AED,0.72,SETTLED,2026-04-20
SET00000430,T00000485,19.59,AED,0.1,SETTLED,2026-02-04
SET00000431,T00000487,4626.5,INR,8.62,SETTLED,2026-03-20
SET00000432,T00000488,5598.54,INR,6.07,SETTLED,2026-03-19
SET00000433,T00000489,8014.16,INR,23.48,SETTLED,2026-06-28
SET00000434,T00000490,204.68,SGD,0.28,SETTLED,2026-04-08
SET00000435,T00000491,25.67,SGD,0.14,SETTLED,2026-06-06
SET00000436,T00000492,31.92,SGD,0.15,SETTLED,2026-05-12
SET00000437,T00000493,1350.9,INR,2.92,SETTLED,2026-03-21
SET00000438,T00000494,3519.65,INR,10.93,SETTLED,2026-02-08
SET00000439,T00000496,51.62,SGD,0.24,SETTLED,2026-06-03
SET00000440,T00000497,37.71,AED,0.14,SETTLED,2026-02-19
SET00000441,T00000498,109.47,AED,0.45,SETTLED,2026-03-07
SET00000442,T00000499,24.27,SGD,0.18,SETTLED,2026-06-01
SET00000443,T00000500,72.65,SGD,0.32,SETTLED,2026-07-03
SET00000444,T00000501,152.55,AED,0.38,SETTLED,2026-06-14
SET00000445,T00000502,33.1,SGD,0.16,SETTLED,2026-05-21
SET00000446,T00000503,1439.16,INR,1.75,SETTLED,2026-06-21
SET00000447,T00000504,-633.4,INR,1.12,SETTLED,2026-03-13
SET00000448,T00000506,899.62,INR,1.06,SETTLED,2026-03-20
SET00000449,T00000507,16.82,SGD,0.1,SETTLED,2026-07-02
SET00000450,T00000509,262.7,AED,0.41,SETTLED,2026-01-16
SET00000451,T00000513,120.91,AED,0.29,SETTLED,2026-03-29
SET00000452,T00000514,1124.05,INR,3.62,SETTLED,2026-06-23
SET00000453,T00000515,8685.18,INR,24.06,PENDING,2026-01-17
SET00000454,T00000516,907.89,INR,2.08,SETTLED,2026-05-30
SET00000455,T00000517,22.15,SGD,0.14,SETTLED,2026-04-05
SET00000456,T00000518,220.26,AED,0.68,EXCEPTION,2026-03-11
SET00000457,T00000519,34.82,SGD,0.17,SETTLED,2026-04-24
SET00000458,T00000520,558.24,INR,0.72,SETTLED,2026-04-20
SET00000459,T00000523,3737.71,INR,10.59,SETTLED,2026-05-17
SET00000460,T00000524,35.57,SGD,0.15,SETTLED,2026-01-25
SET00000461,T00000525,3764.86,INR,8.05,SETTLED,2026-05-08
SET00000462,T00000526,52.85,AED,0.19,SETTLED,2026-05-25
SET00000463,T00000527,71.06,SGD,0.25,SETTLED,2026-01-23
SET00000464,T00000528,6516.32,INR,17.84,SETTLED,2026-05-19
SET00000465,T00000529,858.02,INR,2.33,SETTLED,2026-06-08
SET00000466,T00000530,81.21,AED,0.14,SETTLED,2026-06-13
SET00000467,T00000531,62.32,AED,0.22,SETTLED,2026-01-16
SET00000468,T00000534,70.15,SGD,0.18,SETTLED,2026-04-05
SET00000469,T00000535,3134.03,INR,5.72,SETTLED,2026-04-30
SET00000470,T00000537,1630.64,INR,3.0,SETTLED,2026-03-20
SET00000471,T00000538,3002.29,INR,8.69,SETTLED,2026-04-21
SET00000472,T00000539,2121.78,INR,3.81,PENDING,2026-02-12
SET00000473,T00000540,1791.59,INR,3.69,SETTLED,2026-03-29
SET00000474,T00000542,9604.63,INR,15.94,SETTLED,2026-03-05
SET00000475,T00000544,1498.46,INR,2.15,SETTLED,2026-06-14
SET00000476,T00000545,614.47,INR,0.78,SETTLED,2026-03-03
SET00000477,T00000546,517.38,INR,0.99,SETTLED,2026-05-15
SET00000478,T00000547,184.23,AED,0.31,SETTLED,2026-03-06
SET00000479,T00000548,19.95,SGD,0.12,SETTLED,2026-02-12
SET00000480,T00000549,261.26,SGD,0.77,SETTLED,2026-06-28
SET00000481,T00000550,1441.02,INR,3.86,SETTLED,2026-05-12
SET00000482,T00000551,3062.57,INR,6.48,SETTLED,2026-01-30
SET00000483,T00000552,10515.09,INR,13.82,SETTLED,2026-05-15
SET00000484,T00000553,2812.0,INR,3.63,SETTLED,2026-02-17
SET00000485,T00000554,45.92,SGD,0.17,PENDING,2026-06-21
SET00000486,T00000557,42.15,SGD,0.13,SETTLED,2026-02-22
SET00000487,T00000558,9.08,SGD,0.09,SETTLED,2026-04-30
SET00000488,T00000558,9.08,SGD,0.13,SETTLED,2026-04-30
SET00000489,T00000559,18.31,SGD,0.1,SETTLED,2026-06-23
SET00000490,T00000560,20.72,SGD,0.15,SETTLED,2026-03-17
SET00000491,T00000563,2274.56,INR,5.13,SETTLED,2026-02-17
SET00000492,T00000564,4817.33,INR,11.39,SETTLED,2026-05-26
SET00000493,T00000565,38.5,AED,0.08,SETTLED,2026-05-09
SET00000494,T00000565,38.5,AED,0.15,SETTLED,2026-05-06
SET00000495,T00000566,1684.39,INR,2.61,SETTLED,2026-03-25
SET00000496,T00000568,56.03,SGD,0.15,SETTLED,2026-03-05
SET00000497,T00000569,181.11,AED,0.31,SETTLED,2026-06-21
SET00000498,T00000570,34.0,SGD,0.12,SETTLED,2026-03-24
SET00000499,T00000571,2919.34,INR,7.86,SETTLED,2026-06-01
SET00000500,T00000572,1021.66,INR,1.3,SETTLED,2026-03-10
SET00000501,T00000573,326.9,INR,0.44,SETTLED,2026-05-27
SET00000502,T00000575,100.87,SGD,0.27,SETTLED,2026-03-16
SET00000503,T00000576,27.29,SGD,0.14,PENDING,2026-01-28
SET00000504,T00000577,10.55,SGD,0.1,SETTLED,2026-04-13
SET00000505,T00000579,1594.83,INR,2.71,SETTLED,2026-03-26
SET00000506,T00000580,55.21,AED,0.17,SETTLED,2026-07-03
SET00000507,T00000581,7448.2,INR,14.54,PENDING,2026-03-03
SET00000508,T00000582,1528.31,INR,3.47,SETTLED,2026-06-05
SET00000509,T00000583,1602.97,INR,2.38,SETTLED,2026-04-15
SET00000510,T00000585,223.79,SGD,0.76,SETTLED,2026-02-27
SET00000511,T00000586,153.28,AED,0.31,SETTLED,2026-05-15
SET00000512,T00000587,-5274.03,INR,9.17,SETTLED,2026-03-24
SET00000513,T00000588,1291.53,INR,1.74,SETTLED,2026-06-07
SET00000514,T00000589,26.56,AED,0.15,SETTLED,2026-06-29
SET00000515,T00000592,3405.68,INR,6.38,SETTLED,2026-03-20
SET00000516,T00000593,44.55,AED,0.14,SETTLED,2026-04-17
SET00000517,T00000594,2017.29,INR,2.48,SETTLED,2026-03-18
SET00000518,T00000595,1502.58,INR,3.09,SETTLED,2026-07-02
SET00000519,T00000596,4427.32,INR,6.08,SETTLED,2026-06-03
SET00000520,T00000597,1609.39,INR,3.98,SETTLED,2026-06-29
SET00000521,T00000599,17.54,SGD,0.09,SETTLED,2026-03-20
SET00000522,T00000600,1657.47,INR,4.98,SETTLED,2026-04-05
SET00000523,T00000601,192.78,AED,0.61,SETTLED,2026-04-26
SET00000524,T00000602,821.69,AED,2.19,SETTLED,2026-05-29
SET00000525,T00000603,3277.27,INR,7.23,PENDING,2026-06-19
SET00000526,T00000605,1067.85,INR,1.56,SETTLED,2026-03-14
SET00000527,T00000606,642.36,INR,1.96,SETTLED,2026-03-21
SET00000528,T00000607,204.84,AED,0.43,SETTLED,2026-05-25
SET00000529,T00000610,2179.34,INR,4.97,SETTLED,2026-02-22
SET00000530,T00000611,72.83,AED,0.21,SETTLED,2026-06-16
SET00000531,T00000611,72.83,AED,0.16,SETTLED,2026-06-15
SET00000532,T00000612,1888.06,INR,2.25,SETTLED,2026-06-03
SET00000533,T00000613,48.23,SGD,0.13,SETTLED,2026-02-09
SET00000534,T00000614,2240.66,INR,2.63,SETTLED,2026-04-01
SET00000535,T00000615,1856.34,INR,2.82,SETTLED,2026-04-28
SET00000536,T00000616,1508.34,INR,2.15,SETTLED,2026-04-16
SET00000537,T00000617,38.53,AED,0.19,SETTLED,2026-04-05
SET00000538,T00000618,18.13,SGD,0.09,SETTLED,2026-05-24
SET00000539,T00000619,1396.46,INR,2.17,SETTLED,2026-01-17
SET00000540,T00000620,15.17,SGD,0.06,SETTLED,2026-04-19
SET00000541,T00000621,109.25,AED,0.34,SETTLED,2026-03-10
SET00000542,T00000622,98.91,AED,0.25,SETTLED,2026-01-25
SET00000543,T00000624,17.07,SGD,0.17,SETTLED,2026-02-17
SET00000544,T00000625,10.14,SGD,0.08,SETTLED,2026-03-10
SET00000545,T00000626,3543.99,INR,11.14,SETTLED,2026-04-23
SET00000546,T00000627,2668.59,INR,7.56,SETTLED,2026-07-02
SET00000547,T00000628,39.9,SGD,0.23,PENDING,2026-05-22
SET00000548,T00000629,105.83,SGD,0.26,PENDING,2026-03-13
SET00000549,T00000630,204.51,AED,0.4,SETTLED,2026-04-02
SET00000550,T00000631,9.17,SGD,0.11,SETTLED,2026-04-04
SET00000551,T00000632,1994.91,INR,3.22,SETTLED,2026-02-14
SET00000552,T00000633,5004.95,INR,9.17,SETTLED,2026-02-16
SET00000553,T00000634,1218.42,INR,2.53,SETTLED,2026-02-13
SET00000554,T00000635,1359.5,INR,1.85,SETTLED,2026-04-25
SET00000555,T00000637,1911.92,INR,4.93,SETTLED,2026-05-05
SET00000556,T00000638,8.63,SGD,0.12,SETTLED,2026-07-03
SET00000557,T00000640,469.67,INR,1.47,SETTLED,2026-06-30
SET00000558,T00000641,718.63,INR,2.22,SETTLED,2026-04-17
SET00000559,T00000645,2540.94,INR,5.25,SETTLED,2026-03-27
SET00000560,T00000646,6.74,SGD,0.07,PENDING,2026-02-27
SET00000561,T00000650,5849.05,INR,12.29,SETTLED,2026-06-29
SET00000562,T00000651,21.12,SGD,0.07,SETTLED,2026-03-24
SET00000563,T00000652,88.07,SGD,0.19,SETTLED,2026-03-03
SET00000564,T00000653,10670.15,INR,29.94,SETTLED,2026-02-22
SET00000565,T00000655,2185.5,INR,6.04,SETTLED,2026-03-04
SET00000566,T00000656,2831.22,INR,9.01,SETTLED,2026-05-25
SET00000567,T00000657,24.21,SGD,0.12,SETTLED,2026-03-02
SET00000568,T00000658,58.13,SGD,0.16,SETTLED,2026-06-10
SET00000569,T00000659,1590.27,INR,4.43,SETTLED,2026-06-11
SET00000570,T00000660,26.63,SGD,0.09,SETTLED,2026-03-16
SET00000571,T00000662,86.53,SGD,0.23,EXCEPTION,2026-06-17
SET00000572,T00000663,12.79,SGD,0.06,PENDING,2026-05-09
SET00000573,T00000665,2284.8,INR,2.81,SETTLED,2026-04-11
SET00000574,T00000666,1012.21,INR,2.44,SETTLED,2026-06-05
SET00000575,T00000667,26.68,SGD,0.15,SETTLED,2026-03-14
SET00000576,T00000668,1824.21,INR,4.37,EXCEPTION,2026-03-23
SET00000577,T00000669,124.24,AED,0.23,SETTLED,2026-02-13
SET00000578,T00000670,21.43,SGD,0.11,SETTLED,2026-04-06
SET00000579,T00000671,2829.2,INR,5.23,PENDING,2026-01-30
SET00000580,T00000672,44.78,SGD,0.11,PENDING,2026-03-20
SET00000581,T00000673,4150.29,INR,10.94,SETTLED,2026-03-29
SET00000582,T00000674,7.6,SGD,0.13,SETTLED,2026-03-08
SET00000583,T00000676,521.75,INR,1.14,SETTLED,2026-04-24
SET00000584,T00000677,21.45,AED,0.15,SETTLED,2026-06-16
SET00000585,T00000678,1364.9,INR,3.43,SETTLED,2026-03-25
SET00000586,T00000680,57.84,SGD,0.17,SETTLED,2026-03-16
SET00000587,T00000682,92.99,SGD,0.28,SETTLED,2026-04-27
SET00000588,T00000683,27.45,AED,0.1,SETTLED,2026-02-06
SET00000589,T00000684,1888.51,INR,5.83,SETTLED,2026-05-27
SET00000590,T00000685,25.59,SGD,0.15,SETTLED,2026-02-13
SET00000591,T00000686,94.29,AED,0.13,SETTLED,2026-01-23
SET00000592,T00000687,2031.65,INR,4.92,SETTLED,2026-03-08
SET00000593,T00000688,103.72,SGD,0.32,SETTLED,2026-02-19
SET00000594,T00000689,1338.4,INR,1.61,SETTLED,2026-05-10
SET00000595,T00000690,1480.48,INR,2.39,SETTLED,2026-04-20
SET00000596,T00000691,114.57,SGD,0.43,SETTLED,2026-05-25
SET00000597,T00000692,747.85,INR,1.92,SETTLED,2026-04-23
SET00000598,T00000693,363.58,INR,0.54,SETTLED,2026-04-08
SET00000599,T00000694,5344.16,INR,11.23,SETTLED,2026-04-25
SET00000600,T00000695,132.91,AED,0.36,SETTLED,2026-04-13
SET00000601,T00000696,70.02,SGD,0.17,SETTLED,2026-01-14
SET00000602,T00000697,2351.81,INR,6.67,PENDING,2026-05-19
SET00000603,T00000698,4569.97,INR,5.59,SETTLED,2026-06-30
SET00000604,T00000699,0.0,AED,0.1,SETTLED,2026-04-07
SET00000605,T00000700,33.8,SGD,0.15,SETTLED,2026-04-08
SET00000606,T00000701,3100.67,INR,4.57,SETTLED,2026-01-17
SET00000607,T00000702,1731.52,INR,4.15,SETTLED,2026-06-18
SET00000608,T00000703,1032.4,INR,2.37,SETTLED,2026-06-24
SET00000609,T00000703,1032.4,INR,1.72,SETTLED,2026-06-24
SET00000610,T00000704,25.59,SGD,0.14,SETTLED,2026-06-09
SET00000611,T00000706,31.7,SGD,0.15,SETTLED,2026-06-20
SET00000612,T00000707,1771.98,INR,4.61,SETTLED,2026-01-09
SET00000613,T00000708,1607.46,INR,2.75,SETTLED,2026-04-10
SET00000614,T00000709,24.85,SGD,0.12,SETTLED,2026-04-20
SET00000615,T00000710,92.8,AED,0.26,SETTLED,2026-06-09
SET00000616,T00000711,123.85,SGD,0.25,PENDING,2026-06-02
SET00000617,T00000713,69.84,AED,0.24,SETTLED,2026-06-15
SET00000618,T00000714,922.74,INR,1.3,PENDING,2026-04-17
SET00000619,T00000714,922.74,INR,2.1,PENDING,2026-04-18
SET00000620,T00000715,87.93,AED,0.39,SETTLED,2026-06-03
SET00000621,T00000717,20.81,SGD,0.14,SETTLED,2026-04-12
SET00000622,T00000718,826.92,AED,1.22,SETTLED,2026-01-12
SET00000623,T00000719,12.5,SGD,0.06,SETTLED,2026-06-21
SET00000624,T00000721,7407.69,INR,16.52,SETTLED,2026-01-26
SET00000625,T00000722,3789.49,INR,11.0,SETTLED,2026-04-27
SET00000626,T00000723,1035.69,INR,3.23,SETTLED,2026-03-21
SET00000627,T00000724,3152.59,INR,6.61,SETTLED,2026-03-24
SET00000628,T00000725,5630.06,INR,14.39,SETTLED,2026-04-12
SET00000629,T00000726,6037.79,INR,14.28,SETTLED,2026-02-04
SET00000630,T00000727,88.28,AED,0.31,SETTLED,2026-02-22
SET00000631,T00000728,1662.58,INR,4.33,SETTLED,2026-05-07
SET00000632,T00000729,1236.02,INR,1.82,SETTLED,2026-01-07
SET00000633,T00000730,1245.26,INR,1.9,SETTLED,2026-05-06
SET00000634,T00000731,13419.87,INR,30.31,SETTLED,2026-03-21
SET00000635,T00000732,1248.02,INR,2.3,SETTLED,2026-06-10
SET00000636,T00000733,2210.83,INR,3.52,PENDING,2026-05-10
SET00000637,T00000734,36.67,SGD,0.15,SETTLED,2026-05-25
SET00000638,T00000735,3819.25,INR,10.2,SETTLED,2026-02-04
SET00000639,T00000736,566.99,INR,1.65,SETTLED,2026-03-11
SET00000640,T00000738,696.95,INR,1.15,SETTLED,2026-04-11
SET00000641,T00000739,71.05,SGD,0.28,SETTLED,2026-03-28
SET00000642,T00000741,2388.02,INR,5.83,SETTLED,2026-01-15
SET00000643,T00000742,22.76,SGD,0.16,SETTLED,2026-04-28
SET00000644,T00000743,175.66,SGD,0.52,SETTLED,2026-02-28
SET00000645,T00000744,62.98,SGD,0.24,SETTLED,2026-03-29
SET00000646,T00000745,180.18,AED,0.5,SETTLED,2026-02-23
SET00000647,T00000746,324.62,AED,1.11,SETTLED,2026-01-16
SET00000648,T00000747,736.19,INR,1.91,SETTLED,2026-04-05
SET00000649,T00000748,193.27,AED,0.56,SETTLED,2026-06-04
SET00000650,T00000749,40.97,SGD,0.21,SETTLED,2026-06-28
SET00000651,T00000750,2391.26,INR,6.74,SETTLED,2026-05-11
SET00000652,T00000751,85.38,SGD,0.34,SETTLED,2026-03-31
SET00000653,T00000752,11986.23,INR,27.17,SETTLED,2026-06-03
SET00000654,T00000753,40.63,SGD,0.17,SETTLED,2026-04-25
SET00000655,T00000754,2247.83,INR,2.85,SETTLED,2026-04-01
SET00000656,T00000755,34.09,SGD,0.07,SETTLED,2026-02-18
SET00000657,T00000756,14.94,SGD,0.1,SETTLED,2026-06-07
SET00000658,T00000757,30.58,SGD,0.11,SETTLED,2026-04-23
SET00000659,T00000758,4524.47,INR,10.67,SETTLED,2026-06-27
SET00000660,T00000759,4.03,SGD,0.1,SETTLED,2026-06-07
SET00000661,T00000760,266.55,INR,0.67,SETTLED,2026-04-10
SET00000662,T00000761,522.53,INR,0.92,SETTLED,2026-05-31
SET00000663,T00000762,2443.47,INR,7.21,SETTLED,2026-04-15
SET00000664,T00000763,1197.44,INR,2.61,SETTLED,2026-01-28
SET00000665,T00000764,359.96,AED,1.08,SETTLED,2026-04-26
SET00000666,T00000765,8596.06,INR,23.96,SETTLED,2026-06-17
SET00000667,T00000766,-48.58,SGD,0.16,SETTLED,2026-06-15
SET00000668,T00000767,1318.14,INR,4.14,SETTLED,2026-05-03
SET00000669,T00000769,2294.33,INR,6.23,SETTLED,2026-01-08
SET00000670,T00000771,108.58,AED,0.34,SETTLED,2026-06-30
SET00000671,T00000773,2431.1,INR,5.84,SETTLED,2026-05-24
SET00000672,T00000775,1133.57,INR,2.26,SETTLED,2026-05-13
SET00000673,T00000777,200.86,AED,0.4,SETTLED,2026-04-12
SET00000674,T00000778,4658.76,INR,6.41,SETTLED,2026-04-13
SET00000675,T00000780,18541.47,INR,49.56,SETTLED,2026-04-05
SET00000676,T00000781,87.17,SGD,0.36,SETTLED,2026-06-14
SET00000677,T00000782,1919.7,INR,4.61,SETTLED,2026-06-10
SET00000678,T00000783,55.46,AED,0.24,SETTLED,2026-06-01
SET00000679,T00000784,12902.41,INR,22.65,SETTLED,2026-01-15
SET00000680,T00000786,1024.51,INR,2.73,SETTLED,2026-03-20
SET00000681,T00000787,4489.31,INR,7.82,SETTLED,2026-06-13
SET00000682,T00000788,10.13,SGD,0.11,SETTLED,2026-06-17
SET00000683,T00000789,1939.35,INR,4.02,SETTLED,2026-01-18
SET00000684,T00000790,17.26,SGD,0.09,SETTLED,2026-03-20
SET00000685,T00000791,-676.88,INR,1.34,SETTLED,2026-06-16
SET00000686,T00000792,58.37,SGD,0.21,SETTLED,2026-03-08
SET00000687,T00000793,49.46,AED,0.15,PENDING,2026-07-02
SET00000688,T00000794,49.95,AED,0.22,SETTLED,2026-04-18
SET00000689,T00000795,798.91,INR,1.06,SETTLED,2026-06-27
SET00000690,T00000795,798.91,INR,2.14,SETTLED,2026-06-27
SET00000691,T00000796,175.8,SGD,0.56,SETTLED,2026-04-10
SET00000692,T00000797,97.09,SGD,0.3,SETTLED,2026-03-23
SET00000693,T00000799,23.12,SGD,0.15,SETTLED,2026-06-19
SET00000694,T00000800,182.89,AED,0.26,SETTLED,2026-03-23
SET00000695,T00000801,2696.25,INR,8.39,SETTLED,2026-05-21
SET00000696,T00000802,205.54,AED,0.55,SETTLED,2026-04-17
SET00000697,T00000803,98.77,SGD,0.31,SETTLED,2026-06-24
SET00000698,T00000804,48.13,SGD,0.23,SETTLED,2026-02-17
SET00000699,T00000805,2660.18,INR,6.96,SETTLED,2026-04-10
SET00000700,T00000806,2086.16,INR,3.07,SETTLED,2026-02-04
SET00000701,T00000807,248.92,AED,0.73,SETTLED,2026-05-03
SET00000702,T00000808,20.95,SGD,0.16,SETTLED,2026-04-04
SET00000703,T00000809,18.0,SGD,0.12,SETTLED,2026-01-21
SET00000704,T00000810,12.01,SGD,0.11,SETTLED,2026-06-12
SET00000705,T00000810,12.01,SGD,0.13,SETTLED,2026-06-12
SET00000706,T00000811,2.5,SGD,0.08,SETTLED,2026-04-01
SET00000707,T00000811,2.5,SGD,0.1,SETTLED,2026-04-01
SET00000708,T00000812,1543.78,INR,4.07,SETTLED,2026-04-23
SET00000709,T00000812,1543.78,INR,4.09,SETTLED,2026-04-21
SET00000710,T00000813,755.44,INR,1.75,SETTLED,2026-04-04
SET00000711,T00000814,28.56,SGD,0.12,SETTLED,2026-04-22
SET00000712,T00000815,1098.75,INR,2.98,SETTLED,2026-01-10
SET00000713,T00000816,93.56,AED,0.32,SETTLED,2026-06-09
SET00000714,T00000817,4760.55,INR,11.34,SETTLED,2026-03-24
SET00000715,T00000819,20.02,SGD,0.13,SETTLED,2026-01-22
SET00000716,T00000819,20.02,SGD,0.08,SETTLED,2026-01-22
SET00000717,T00000820,2276.87,INR,3.5,SETTLED,2026-04-28
SET00000718,T00000821,2698.52,INR,7.93,SETTLED,2026-06-21
SET00000719,T00000822,25.95,AED,0.19,SETTLED,2026-04-02
SET00000720,T00000823,243.4,AED,0.7,SETTLED,2026-02-21
SET00000721,T00000824,2809.51,INR,3.44,SETTLED,2026-01-30
SET00000722,T00000825,1626.65,INR,4.43,SETTLED,2026-06-15
SET00000723,T00000826,1933.18,INR,5.63,SETTLED,2026-03-04
SET00000724,T00000827,59.89,SGD,0.2,SETTLED,2026-06-29
SET00000725,T00000828,714.64,INR,2.29,SETTLED,2026-03-05
SET00000726,T00000829,97.45,SGD,0.15,SETTLED,2026-04-21
SET00000727,T00000830,4.03,SGD,0.09,SETTLED,2026-04-14
SET00000728,T00000831,1652.13,INR,2.76,EXCEPTION,2026-01-20
SET00000729,T00000832,4386.57,INR,5.0,SETTLED,2026-04-26
SET00000730,T00000834,73.71,SGD,0.35,SETTLED,2026-05-27
SET00000731,T00000836,72.78,AED,0.25,SETTLED,2026-06-08
SET00000732,T00000836,72.78,AED,0.21,SETTLED,2026-06-08
SET00000733,T00000837,171.05,SGD,0.44,SETTLED,2026-05-29
SET00000734,T00000838,16.35,SGD,0.14,SETTLED,2026-02-22
SET00000735,T00000839,559.31,INR,0.94,SETTLED,2026-04-06
SET00000736,T00000839,559.31,INR,1.72,SETTLED,2026-04-06
SET00000737,T00000840,5.51,SGD,0.08,SETTLED,2026-02-12
SET00000738,T00000841,64.86,AED,0.26,SETTLED,2026-02-07
SET00000739,T00000842,557.08,INR,1.49,SETTLED,2026-05-24
SET00000740,T00000843,1104.59,INR,2.13,SETTLED,2026-04-26
SET00000741,T00000844,538.5,INR,1.75,SETTLED,2026-05-09
SET00000742,T00000845,16.96,SGD,0.17,SETTLED,2026-05-28
SET00000743,T00000846,8342.52,INR,21.96,SETTLED,2026-03-10
SET00000744,T00000848,23.76,SGD,0.16,SETTLED,2026-05-08
SET00000745,T00000849,6256.0,INR,9.92,SETTLED,2026-02-01
SET00000746,T00000850,702.93,INR,1.63,SETTLED,2026-06-12
SET00000747,T00000850,702.93,INR,0.89,SETTLED,2026-06-13
SET00000748,T00000851,41.44,AED,0.12,SETTLED,2026-03-27
SET00000749,T00000852,2684.49,INR,4.23,SETTLED,2026-05-15
SET00000750,T00000853,35.91,SGD,0.16,SETTLED,2026-07-02
SET00000751,T00000854,2339.06,INR,3.59,SETTLED,2026-04-19
SET00000752,T00000855,776.0,INR,1.71,SETTLED,2026-03-01
SET00000753,T00000856,6111.08,INR,9.36,SETTLED,2026-02-28
SET00000754,T00000857,7332.72,INR,9.72,SETTLED,2026-01-20
SET00000755,T00000858,228.89,SGD,0.69,SETTLED,2026-06-01
SET00000756,T00000859,4432.74,INR,5.88,SETTLED,2026-03-17
SET00000757,T00000860,1090.59,INR,2.73,SETTLED,2026-02-20
SET00000758,T00000861,271.34,SGD,0.43,SETTLED,2026-05-25
SET00000759,T00000862,268.77,AED,0.79,SETTLED,2026-03-18
SET00000760,T00000863,1585.4,INR,3.75,SETTLED,2026-05-10
SET00000761,T00000864,11037.36,INR,20.31,SETTLED,2026-04-10
SET00000762,T00000865,864.3,INR,1.21,SETTLED,2026-03-25
SET00000763,T00000866,120.26,SGD,0.32,SETTLED,2026-04-21
SET00000764,T00000867,47.77,SGD,0.24,SETTLED,2026-03-18
SET00000765,T00000868,1094.62,INR,3.45,SETTLED,2026-06-15
SET00000766,T00000869,28.34,SGD,0.11,SETTLED,2026-01-23
SET00000767,T00000870,3631.09,INR,7.46,PENDING,2026-01-12
SET00000768,T00000871,53.8,AED,0.26,SETTLED,2026-04-05
SET00000769,T00000873,44.39,AED,0.25,SETTLED,2026-05-28
SET00000770,T00000874,2214.71,INR,5.56,SETTLED,2026-03-29
SET00000771,T00000876,2095.47,INR,2.34,SETTLED,2026-03-29
SET00000772,T00000879,57.43,SGD,0.17,SETTLED,2026-05-04
SET00000773,T00000880,4606.73,INR,5.9,SETTLED,2026-06-18
SET00000774,T00000881,5345.56,INR,16.27,SETTLED,2026-03-31
SET00000775,T00000882,29.78,SGD,0.2,SETTLED,2026-03-22
SET00000776,T00000883,-8206.77,INR,17.17,SETTLED,2026-06-06
SET00000777,T00000884,70.18,SGD,0.2,SETTLED,2026-01-11
SET00000778,T00000885,62.75,AED,0.19,SETTLED,2026-03-19
SET00000779,T00000886,1193.98,INR,2.67,SETTLED,2026-04-15
