transaction_id,rule_id,decision,risk_score,model_version
T00000560,geo_mismatch,APPROVE,0.3037,v1.8
T00000561,none,DECLINE,0.5058,v1.8
T00000562,none,APPROVE,0.1547,v2.0
T00000563,amount_spike,APPROVE,0.4295,v1.8
T00000564,velocity,APPROVE,0.3022,v2.0
T00000565,none,APPROVE,0.0112,v2.0
T00000566,none,APPROVE,0.001,v1.8
T00000567,none,APPROVE,0.1004,v2.0
T00000568,velocity,APPROVE,0.3506,v1.8
T00000569,velocity,APPROVE,0.4435,v2.0
T00000571,none,APPROVE,0.302,v2.0
T00000572,none,APPROVE,0.6367,v1.8
T00000573,new_device,APPROVE,0.2218,v2.0
T00000575,geo_mismatch,APPROVE,0.5288,v1.8
T00000576,none,APPROVE,0.0313,v1.8
T00000577,new_device,APPROVE,0.4415,v1.8
T00000578,none,APPROVE,0.4912,v1.8
T00000579,new_device,APPROVE,0.4688,v1.8
T00000580,amount_spike,APPROVE,0.1905,v2.0
T00000581,new_device,APPROVE,0.5259,v1.8
T00000582,geo_mismatch,APPROVE,0.146,v2.0
T00000583,new_device,APPROVE,0.5546,v1.8
T00000584,velocity,APPROVE,0.8696,v1.8
T00000585,velocity,APPROVE,0.5109,v1.8
T00000586,none,APPROVE,0.1097,v2.0
T00000587,geo_mismatch,APPROVE,0.0877,v1.8
T00000588,none,APPROVE,0.2218,v2.0
T00000589,velocity,APPROVE,0.3788,v2.0
T00000590,none,APPROVE,0.0,v1.8
T00000591,amount_spike,DECLINE,0.7007,v1.8
T00000592,velocity,APPROVE,0.6677,v1.8
T00000593,geo_mismatch,APPROVE,0.2609,v1.8
T00000594,new_device,APPROVE,0.7431,v1.8
T00000595,velocity,APPROVE,0.8022,v2.0
T00000596,geo_mismatch,APPROVE,0.3661,v2.0
T00000597,none,APPROVE,0.3061,v2.0
T00000598,geo_mismatch,APPROVE,0.3055,v1.8
T00000599,none,APPROVE,0.1598,v1.8
T00000600,velocity,APPROVE,0.2053,v1.8
T00000601,amount_spike,APPROVE,0.1764,v2.0
T00000602,velocity,APPROVE,0.4456,v2.0
T00000603,amount_spike,APPROVE,0.3684,v2.0
T00000604,new_device,APPROVE,0.0492,v1.8
T00000605,velocity,APPROVE,0.0032,v1.8
T00000606,velocity,APPROVE,0.0935,v1.8
T00000607,geo_mismatch,APPROVE,0.4894,v2.0
T00000608,new_device,APPROVE,0.2942,v2.0
T00000609,new_device,APPROVE,0.5849,v2.0
T00000610,velocity,APPROVE,0.1564,v1.8
T00000611,amount_spike,APPROVE,0.0279,v2.0
T00000612,none,APPROVE,0.1081,v2.0
T00000613,amount_spike,APPROVE,0.2514,v1.8
T00000614,amount_spike,APPROVE,0.6104,v1.8
T00000615,amount_spike,APPROVE,0.5194,v2.0
T00000616,geo_mismatch,APPROVE,0.3924,v1.8
T00000617,none,APPROVE,0.9753,v1.8
T00000618,new_device,APPROVE,0.4078,v2.0
T00000619,watchlist,APPROVE,0.3802,v1.8
T00000620,new_device,APPROVE,0.4938,v1.8
T00000621,velocity,APPROVE,0.3206,v1.8
T00000622,geo_mismatch,APPROVE,0.469,v1.8
T00000623,velocity,DECLINE,0.1285,v1.8
T00000625,none,APPROVE,0.4496,v1.8
T00000626,new_device,APPROVE,0.1278,v2.0
T00000627,velocity,APPROVE,0.1117,v2.0
T00000628,none,APPROVE,0.54,v2.0
T00000629,geo_mismatch,APPROVE,0.3205,v1.8
T00000630,geo_mismatch,APPROVE,0.3708,v1.8
T00000631,new_device,APPROVE,0.3583,v1.8
T00000632,watchlist,APPROVE,0.6781,v1.8
T00000633,watchlist,APPROVE,0.0163,v1.8
T00000634,none,APPROVE,0.5196,v1.8
T00000635,velocity,APPROVE,0.1266,v2.0
T00000636,amount_spike,APPROVE,0.5545,v2.0
T00000637,new_device,APPROVE,0.0,v2.0
T00000638,none,APPROVE,0.6308,v2.0
T00000639,none,DECLINE,0.3762,v1.8
T00000640,none,APPROVE,0.3516,v2.0
T00000641,amount_spike,APPROVE,0.729,v1.8
T00000643,amount_spike,APPROVE,0.0,v2.0
T00000644,velocity,APPROVE,0.0666,v1.8
T00000645,new_device,APPROVE,0.1082,v1.8
T00000646,geo_mismatch,APPROVE,0.9236,v1.8
T00000647,velocity,DECLINE,0.2777,v1.8
T00000648,watchlist,DECLINE,0.0472,v2.0
T00000649,new_device,APPROVE,0.2554,v1.8
T00000650,none,APPROVE,0.5728,v2.0
T00000651,new_device,APPROVE,0.2993,v1.8
T00000652,geo_mismatch,REVIEW,1.35,v1.8
T00000653,none,APPROVE,0.4472,v1.8
T00000654,geo_mismatch,APPROVE,0.2697,v1.8
T00000655,velocity,APPROVE,0.0,v1.8
T00000656,geo_mismatch,APPROVE,0.3185,v2.0
T00000657,velocity,APPROVE,0.5922,v1.8
T00000658,velocity,APPROVE,0.1619,v2.0
T00000659,geo_mismatch,APPROVE,0.1998,v2.0
T00000660,watchlist,APPROVE,0.4855,v1.8
T00000661,new_device,DECLINE,0.4052,v2.0
T00000662,amount_spike,APPROVE,0.0836,v2.0
T00000663,new_device,APPROVE,0.5768,v2.0
T00000664,new_device,APPROVE,0.2635,v1.8
T00000665,new_device,APPROVE,0.6915,v1.8
T00000666,none,APPROVE,0.3347,v2.0
T00000667,none,APPROVE,0.559,v1.8
T00000668,amount_spike,APPROVE,0.3783,v1.8
T00000669,none,APPROVE,0.6103,v1.8
T00000670,amount_spike,APPROVE,0.6375,v1.8
T00000671,none,APPROVE,0.409,v1.8
T00000672,new_device,APPROVE,0.5302,v1.8
T00000673,velocity,APPROVE,0.1036,v1.8
T00000674,watchlist,APPROVE,0.1715,v1.8
T00000675,new_device,APPROVE,0.1846,v1.8
T00000676,velocity,APPROVE,0.0443,v2.0
T00000677,new_device,APPROVE,0.2951,v2.0
T00000678,amount_spike,APPROVE,0.1241,v1.8
T00000679,geo_mismatch,APPROVE,0.277,v1.8
T00000680,velocity,APPROVE,0.0,v1.8
T00000681,geo_mismatch,DECLINE,0.1663,v2.0
T00000682,velocity,APPROVE,0.0,v2.0
T00000683,none,APPROVE,0.1084,v1.8
T00000684,none,APPROVE,0.1429,v2.0
T00000685,geo_mismatch,APPROVE,0.2444,v1.8
T00000687,geo_mismatch,APPROVE,0.4673,v1.8
T00000688,new_device,APPROVE,0.2482,v1.8
T00000689,velocity,APPROVE,0.4022,v2.0
T00000690,amount_spike,APPROVE,0.4438,v2.0
T00000691,amount_spike,APPROVE,0.0,v2.0
T00000692,new_device,APPROVE,0.2598,v2.0
T00000693,velocity,APPROVE,0.7373,v1.8
T00000694,watchlist,APPROVE,0.2892,v2.0
T00000695,velocity,APPROVE,0.4871,v1.8
T00000696,amount_spike,APPROVE,0.5259,v1.8
T00000697,geo_mismatch,APPROVE,0.334,v2.0
T00000698,velocity,APPROVE,0.4771,v2.0
T00000699,new_device,APPROVE,0.1601,v1.8
T00000700,geo_mismatch,APPROVE,0.4197,v1.8
T00000701,velocity,APPROVE,0.0,v1.8
T00000702,amount_spike,REVIEW,0.845,v2.0
T00000703,new_device,APPROVE,0.3842,v2.0
T00000704,velocity,APPROVE,0.4798,v2.0
T00000705,velocity,APPROVE,0.4294,v1.8
T00000706,amount_spike,APPROVE,0.5915,v2.0
T00000707,none,APPROVE,0.4808,v1.8
T00000708,watchlist,APPROVE,0.5298,v1.8
T00000709,velocity,APPROVE,0.2934,v2.0
T00000710,amount_spike,APPROVE,0.5402,v2.0
T00000711,geo_mismatch,APPROVE,0.1096,v2.0
T00000712,new_device,APPROVE,0.8931,v2.0
T00000713,new_device,APPROVE,0.3464,v2.0
T00000714,amount_spike,APPROVE,0.3752,v2.0
T00000715,none,APPROVE,0.4676,v2.0
T00000716,new_device,APPROVE,0.9385,v1.8
T00000717,none,APPROVE,0.5871,v1.8
T00000718,new_device,APPROVE,0.5286,v1.8
T00000719,geo_mismatch,APPROVE,0.3058,v2.0
T00000720,amount_spike,APPROVE,0.4416,v2.0
T00000721,none,APPROVE,0.2764,v1.8
T00000722,new_device,APPROVE,0.1789,v2.0
T00000723,velocity,APPROVE,0.0,v1.8
T00000724,none,APPROVE,0.3839,v1.8
T00000725,none,APPROVE,0.6066,v1.8
T00000726,geo_mismatch,APPROVE,0.4452,v1.8
T00000727,amount_spike,APPROVE,0.2243,v1.8
T00000728,velocity,APPROVE,0.5306,v2.0
T00000729,none,APPROVE,0.1496,v1.8
T00000730,new_device,APPROVE,0.4361,v2.0
T00000731,none,APPROVE,0.4627,v1.8
T00000732,velocity,APPROVE,0.1198,v2.0
T00000733,amount_spike,APPROVE,0.5534,v2.0
T00000734,none,APPROVE,0.0,v2.0
T00000736,watchlist,REVIEW,0.8793,v1.8
T00000737,new_device,APPROVE,0.2137,v2.0
T00000738,watchlist,APPROVE,0.69,v1.8
T00000739,new_device,APPROVE,0.845,v1.8
T00000740,amount_spike,APPROVE,0.3235,v2.0
T00000741,none,APPROVE,0.6864,v1.8
T00000742,amount_spike,APPROVE,0.0,v2.0
T00000743,none,APPROVE,0.0,v1.8
T00000744,geo_mismatch,APPROVE,0.5035,v1.8
T00000745,velocity,APPROVE,0.3885,v1.8
T00000746,none,APPROVE,0.068,v1.8
T00000747,geo_mismatch,APPROVE,0.3769,v1.8
T00000748,amount_spike,APPROVE,0.1171,v2.0
T00000749,none,APPROVE,0.3204,v2.0
T00000750,velocity,APPROVE,0.1448,v2.0
T00000751,velocity,APPROVE,0.4132,v1.8
T00000752,amount_spike,APPROVE,0.1827,v2.0
T00000753,velocity,APPROVE,0.1965,v2.0
T00000754,new_device,APPROVE,0.2178,v1.8
T00000755,new_device,APPROVE,0.152,v1.8
T00000756,amount_spike,APPROVE,0.7096,v2.0
T00000757,new_device,APPROVE,0.4397,v2.0
T00000758,geo_mismatch,APPROVE,0.856,v2.0
T00000759,amount_spike,APPROVE,0.0,v2.0
T00000760,amount_spike,APPROVE,0.1288,v1.8
T00000761,geo_mismatch,APPROVE,0.0,v2.0
T00000762,velocity,APPROVE,0.6125,v1.8
T00000763,amount_spike,APPROVE,0.0,v1.8
T00000764,new_device,APPROVE,0.5059,v2.0
T00000765,new_device,APPROVE,0.5586,v2.0
T00000766,watchlist,APPROVE,0.424,v2.0
T00000767,geo_mismatch,APPROVE,0.3613,v2.0
T00000768,velocity,APPROVE,0.0752,v1.8
T00000769,none,APPROVE,0.4467,v1.8
T00000770,none,DECLINE,0.1051,v1.8
T00000771,geo_mismatch,APPROVE,0.4457,v2.0
T00000772,none,APPROVE,0.3703,v2.0
T00000773,none,APPROVE,0.4109,v2.0
T00000774,amount_spike,APPROVE,0.1708,v2.0
T00000775,amount_spike,APPROVE,0.298,v2.0
T00000776,amount_spike,DECLINE,0.3814,v2.0
T00000777,amount_spike,APPROVE,0.4172,v1.8
T00000778,watchlist,APPROVE,0.2442,v1.8
T00000779,amount_spike,DECLINE,0.3844,v2.0
T00000780,velocity,APPROVE,0.2402,v1.8
T00000781,new_device,APPROVE,0.3523,v2.0
T00000782,amount_spike,APPROVE,0.5127,v2.0
T00000783,new_device,APPROVE,0.2631,v2.0
T00000784,none,APPROVE,0.4109,v1.8
T00000785,geo_mismatch,APPROVE,0.6604,v1.8
T00000786,velocity,APPROVE,0.4882,v1.8
T00000787,none,APPROVE,0.378,v2.0
T00000788,velocity,APPROVE,0.6051,v2.0
T00000789,amount_spike,APPROVE,0.417,v1.8
T00000790,amount_spike,APPROVE,0.3004,v1.8
T00000791,none,APPROVE,0.0636,v2.0
T00000792,amount_spike,APPROVE,0.2514,v1.8
T00000793,none,APPROVE,0.5494,v2.0
T00000794,none,APPROVE,0.2447,v2.0
T00000795,amount_spike,APPROVE,0.633,v2.0
T00000796,velocity,APPROVE,0.6393,v1.8
T00000797,new_device,APPROVE,0.808,v1.8
T00000798,velocity,APPROVE,0.2829,v1.8
T00000799,geo_mismatch,APPROVE,0.2048,v2.0
T00000800,none,APPROVE,0.7853,v1.8
T00000801,velocity,APPROVE,0.3324,v2.0
T00000802,velocity,APPROVE,1.0,v1.8
T00000803,new_device,APPROVE,0.6501,v2.0
T00000804,amount_spike,APPROVE,0.0279,v1.8
T00000805,none,APPROVE,0.1295,v1.8
T00000806,velocity,APPROVE,0.1206,v1.8
T00000807,geo_mismatch,APPROVE,0.2077,v2.0
T00000808,amount_spike,APPROVE,0.574,v1.8
T00000809,none,APPROVE,0.1608,v1.8
T00000810,amount_spike,APPROVE,0.3802,v2.0
T00000811,velocity,APPROVE,0.0,v1.8
T00000812,none,APPROVE,0.1436,v2.0
T00000813,velocity,APPROVE,0.2019,v1.8
T00000814,velocity,APPROVE,0.0582,v2.0
T00000815,velocity,APPROVE,0.1861,v1.8
T00000816,none,APPROVE,0.5078,v2.0
T00000817,none,APPROVE,0.504,v1.8
T00000818,geo_mismatch,DECLINE,0.2497,v2.0
T00000819,geo_mismatch,APPROVE,0.8361,v1.8
T00000820,amount_spike,APPROVE,0.3757,v2.0
T00000821,none,APPROVE,0.1297,v2.0
T00000822,velocity,APPROVE,0.6552,v1.8
T00000823,velocity,APPROVE,0.361,v1.8
T00000824,amount_spike,APPROVE,0.5644,v1.8
T00000825,amount_spike,APPROVE,0.5237,v2.0
T00000826,new_device,APPROVE,0.2343,v1.8
T00000827,velocity,APPROVE,0.2831,v2.0
T00000828,new_device,APPROVE,0.1551,v1.8
T00000829,amount_spike,APPROVE,0.2715,v2.0
T00000830,velocity,APPROVE,0.5656,v1.8
T00000831,watchlist,APPROVE,0.5661,v1.8
T00000832,new_device,APPROVE,0.2809,v2.0
T00000833,none,APPROVE,0.1754,v2.0
T00000834,new_device,APPROVE,0.6804,v2.0
T00000835,none,APPROVE,0.3711,v2.0
T00000836,velocity,APPROVE,0.3098,v2.0
T00000837,new_device,APPROVE,0.3955,v2.0
T00000838,geo_mismatch,APPROVE,0.167,v1.8
T00000839,velocity,APPROVE,0.3055,v1.8
T00000840,none,APPROVE,0.1317,v1.8
T00000841,amount_spike,APPROVE,0.0,v1.8
T00000842,geo_mismatch,APPROVE,0.029,v2.0
T00000843,amount_spike,APPROVE,0.2616,v2.0
T00000844,new_device,APPROVE,0.1691,v2.0
T00000845,none,APPROVE,0.6662,v2.0
T00000846,watchlist,APPROVE,0.5555,v1.8
T00000847,new_device,DECLINE,0.1946,v1.8
T00000848,amount_spike,APPROVE,0.5056,v2.0
T00000849,none,APPROVE,0.4272,v1.8
T00000850,none,APPROVE,0.575,v2.0
T00000851,none,APPROVE,0.2312,v1.8
T00000852,none,APPROVE,0.8351,v2.0
T00000853,amount_spike,APPROVE,0.3444,v2.0
T00000854,amount_spike,APPROVE,0.467,v2.0
T00000855,none,APPROVE,0.363,v1.8
T00000856,none,APPROVE,0.2068,v1.8
T00000857,watchlist,APPROVE,0.517,v1.8
T00000858,amount_spike,APPROVE,0.4149,v2.0
T00000859,amount_spike,APPROVE,0.5507,v1.8
T00000860,velocity,APPROVE,0.1632,v1.8
T00000861,amount_spike,APPROVE,0.0885,v2.0
T00000862,amount_spike,APPROVE,0.752,v1.8
T00000863,geo_mismatch,APPROVE,0.7912,v2.0
T00000864,velocity,APPROVE,0.4848,v1.8
T00000865,velocity,APPROVE,0.7975,v1.8
T00000866,none,APPROVE,0.3524,v2.0
T00000867,velocity,APPROVE,0.1128,v1.8
T00000868,amount_spike,APPROVE,0.478,v2.0
T00000869,amount_spike,APPROVE,0.3709,v1.8
T00000870,new_device,APPROVE,0.8262,v1.8
T00000871,velocity,APPROVE,0.3059,v1.8
T00000872,new_device,APPROVE,0.0,v1.8
T00000873,watchlist,APPROVE,0.2204,v2.0
T00000874,geo_mismatch,APPROVE,0.2215,v1.8
T00000875,none,DECLINE,0.6932,v1.8
T00000876,none,APPROVE,0.4688,v1.8
T00000877,amount_spike,REVIEW,0.8859,v1.8
T00000878,new_device,DECLINE,0.7728,v1.8
T00000879,geo_mismatch,APPROVE,0.5037,v2.0
T00000880,none,APPROVE,0.6478,v2.0
T00000881,geo_mismatch,APPROVE,0.3559,v1.8
T00000882,none,APPROVE,0.7982,v1.8
T00000883,new_device,APPROVE,0.1803,v2.0
T00000884,none,APPROVE,0.3756,v1.8
T00000885,velocity,APPROVE,0.2094,v1.8
T00000886,new_device,APPROVE,0.0,v1.8
T00000887,velocity,APPROVE,0.1658,v2.0
T00000888,none,APPROVE,0.0479,v1.8
T00000889,velocity,APPROVE,0.4255,v1.8
T00000890,none,APPROVE,0.2915,v2.0
T00000891,none,APPROVE,0.2191,v2.0
T00000892,velocity,APPROVE,0.0432,v2.0
T00000893,none,APPROVE,0.3468,v2.0
T00000894,none,APPROVE,0.4474,v1.8
T00000895,watchlist,APPROVE,0.1352,v1.8
T00000896,none,APPROVE,0.6233,v1.8
T00000898,geo_mismatch,APPROVE,0.7024,v2.0
T00000899,new_device,APPROVE,0.3108,v2.0
T00000900,geo_mismatch,DECLINE,0.6413,v2.0
T00000901,none,APPROVE,0.3944,v2.0
T00000902,none,APPROVE,0.2156,v2.0
T00000903,new_device,APPROVE,0.1424,v2.0
T00000904,velocity,APPROVE,0.0,v1.8
T00000905,velocity,APPROVE,0.0,v2.0
T00000906,new_device,APPROVE,0.2399,v2.0
T00000907,watchlist,APPROVE,0.4172,v1.8
T00000908,geo_mismatch,APPROVE,0.5331,v1.8
T00000909,none,APPROVE,0.2463,v2.0
T00000910,new_device,APPROVE,0.0,v1.8
T00000911,none,APPROVE,0.2049,v1.8
T00000912,none,APPROVE,0.3455,v1.8
T00000913,new_device,APPROVE,0.0138,v2.0
T00000914,new_device,APPROVE,0.7839,v1.8
T00000915,amount_spike,APPROVE,0.4189,v2.0
T00000916,velocity,APPROVE,0.552,v2.0
T00000917,none,APPROVE,0.3542,v2.0
T00000918,velocity,APPROVE,0.4486,v2.0
T00000919,none,APPROVE,0.2226,v2.0
T00000920,new_device,APPROVE,0.3559,v1.8
T00000921,amount_spike,DECLINE,0.196,v1.8
T00000922,geo_mismatch,APPROVE,0.0601,v2.0
T00000923,velocity,APPROVE,0.4097,v1.8
T00000924,new_device,APPROVE,0.6467,v1.8
T00000925,amount_spike,APPROVE,0.3164,v1.8
T00000926,new_device,APPROVE,0.179,v1.8
T00000928,amount_spike,APPROVE,0.0014,v2.0
T00000929,amount_spike,APPROVE,0.5693,v2.0
T00000930,none,APPROVE,0.2545,v1.8
T00000931,velocity,APPROVE,0.4573,v1.8
T00000932,geo_mismatch,DECLINE,0.3817,v1.8
T00000933,geo_mismatch,APPROVE,0.4586,v1.8
T00000934,velocity,APPROVE,0.0,v2.0
T00000935,none,APPROVE,0.1728,v1.8
T00000936,none,APPROVE,0.8374,v1.8
T00000937,new_device,APPROVE,0.2369,v2.0
T00000938,none,APPROVE,0.2589,v1.8
T00000939,amount_spike,APPROVE,0.4197,v2.0
T00000940,velocity,APPROVE,0.3007,v2.0
T00000941,velocity,APPROVE,0.195,v1.8
T00000942,none,APPROVE,0.6747,v1.8
T00000945,none,APPROVE,0.3435,v1.8
T00000946,geo_mismatch,APPROVE,0.0,v1.8
T00000947,velocity,APPROVE,0.279,v1.8
T00000948,geo_mismatch,APPROVE,0.33,v2.0
T00000949,watchlist,APPROVE,0.7011,v1.8
T00000950,amount_spike,APPROVE,0.7274,v2.0
T00000951,velocity,APPROVE,0.0096,v2.0
T00000952,none,APPROVE,0.3683,v2.0
T00000953,new_device,APPROVE,0.778,v1.8
T00000954,velocity,APPROVE,0.7549,v1.8
T00000955,geo_mismatch,APPROVE,0.3501,v2.0
T00000956,new_device,APPROVE,0.4167,v1.8
T00000957,amount_spike,APPROVE,0.4571,v2.0
T00000958,velocity,APPROVE,0.1459,v1.8
T00000959,velocity,APPROVE,0.1372,v2.0
T00000960,amount_spike,DECLINE,0.4817,v2.0
T00000961,none,APPROVE,0.2463,v1.8
T00000962,amount_spike,APPROVE,0.3962,v2.0
T00000963,none,APPROVE,0.388,v2.0
T00000964,none,APPROVE,0.1389,v1.8
T00000965,velocity,APPROVE,0.2507,v1.8
T00000966,new_device,APPROVE,0.4587,v2.0
T00000967,none,APPROVE,0.2413,v2.0
T00000968,new_device,APPROVE,0.0719,v1.8
T00000969,geo_mismatch,APPROVE,0.1676,v1.8
T00000970,watchlist,APPROVE,1.12,v1.8
T00000971,amount_spike,APPROVE,0.1832,v1.8
T00000972,new_device,APPROVE,0.2111,v1.8
T00000973,new_device,APPROVE,0.0386,v1.8
T00000974,new_device,APPROVE,0.5719,v2.0
T00000975,amount_spike,APPROVE,0.2187,v2.0
T00000976,none,APPROVE,0.2979,v2.0
T00000977,geo_mismatch,APPROVE,0.2312,v1.8
T00000978,amount_spike,APPROVE,0.0711,v2.0
T00000979,velocity,APPROVE,0.244,v2.0
T00000980,none,APPROVE,0.6537,v2.0
T00000981,new_device,APPROVE,0.4033,v2.0
T00000982,watchlist,APPROVE,0.4814,v1.8
T00000983,none,APPROVE,0.6978,v2.0
T00000984,new_device,APPROVE,0.6035,v1.8
T00000985,geo_mismatch,APPROVE,0.3838,v2.0
T00000986,geo_mismatch,DECLINE,0.5275,v2.0
T00000987,watchlist,APPROVE,0.4799,v2.0
T00000988,none,APPROVE,0.1465,v2.0
T00000989,none,APPROVE,0.2008,v1.8
T00000990,new_device,APPROVE,0.501,v1.8
T00000991,none,APPROVE,0.3912,v2.0
T00000992,watchlist,APPROVE,0.3217,v1.8
T00000993,none,APPROVE,0.4661,v2.0
T00000994,velocity,APPROVE,0.2708,v2.0
T00000995,new_device,APPROVE,0.9012,v1.8
T00000996,geo_mismatch,APPROVE,0.7305,v1.8
T00000998,amount_spike,APPROVE,0.7754,v1.8
T00000999,amount_spike,APPROVE,0.6025,v1.8
T00001000,new_device,APPROVE,0.3355,v1.8
T00001001,none,APPROVE,0.7701,v2.0
T00001002,amount_spike,APPROVE,0.5674,v2.0
T00001003,amount_spike,APPROVE,0.0769,v1.8
T00001004,amount_spike,APPROVE,0.0486,v2.0
T00001005,velocity,APPROVE,0.3136,v1.8
T00001006,new_device,APPROVE,0.7494,v2.0
T00001007,amount_spike,APPROVE,0.4216,v1.8
T00001008,new_device,APPROVE,0.6189,v1.8
T00001009,velocity,APPROVE,0.1459,v2.0
T00001010,new_device,APPROVE,0.3019,v1.8
T00001012,none,APPROVE,0.1108,v2.0
T00001013,none,APPROVE,0.4342,v1.8
T00001014,new_device,APPROVE,0.1697,v1.8
T00001015,new_device,REVIEW,0.8435,v2.0
T00001016,new_device,APPROVE,0.1344,v2.0
T00001017,amount_spike,APPROVE,0.9506,v1.8
T00001018,velocity,DECLINE,0.5307,v2.0
T00001019,velocity,APPROVE,0.2,v1.8
T00001020,geo_mismatch,APPROVE,0.4957,v2.0
T00001022,velocity,APPROVE,0.5053,v1.8
T00001023,geo_mismatch,APPROVE,0.4249,v2.0
T00001024,geo_mismatch,APPROVE,0.2982,v2.0
T00001025,geo_mismatch,APPROVE,0.2023,v2.0
T00001026,new_device,APPROVE,0.2652,v1.8
T00001027,none,APPROVE,0.2128,v1.8
T00001028,velocity,APPROVE,0.3434,v2.0
T00001029,new_device,APPROVE,0.6701,v2.0
T00001030,geo_mismatch,APPROVE,0.4616,v2.0
T00001031,new_device,APPROVE,0.0763,v1.8
T00001032,velocity,APPROVE,0.4772,v2.0
T00001033,new_device,APPROVE,0.8107,v2.0
T00001034,new_device,APPROVE,0.4989,v1.8
T00001035,new_device,APPROVE,0.6892,v2.0
T00001036,amount_spike,APPROVE,0.0,v1.8
T00001037,none,APPROVE,0.082,v1.8
T00001038,amount_spike,APPROVE,0.1387,v2.0
T00001039,geo_mismatch,DECLINE,0.4645,v2.0
T00001040,velocity,APPROVE,0.0931,v2.0
T00001041,none,APPROVE,0.0796,v1.8
T00001042,geo_mismatch,APPROVE,0.3284,v2.0
T00001043,none,APPROVE,0.5804,v1.8
T00001044,new_device,APPROVE,0.1505,v2.0
T00001045,velocity,APPROVE,0.5549,v1.8
T00001046,none,APPROVE,0.3158,v1.8
T00001047,none,APPROVE,0.8423,v1.8
T00001048,velocity,APPROVE,0.3532,v2.0
T00001049,new_device,APPROVE,0.2387,v2.0
T00001050,geo_mismatch,APPROVE,0.282,v2.0
T00001051,velocity,APPROVE,0.3311,v1.8
T00001052,amount_spike,APPROVE,0.323,v2.0
T00001053,velocity,APPROVE,0.1958,v1.8
T00001054,velocity,APPROVE,0.6644,v2.0
T00001055,amount_spike,APPROVE,0.2763,v1.8
T00001056,velocity,APPROVE,0.2319,v1.8
T00001057,none,APPROVE,0.0,v1.8
T00001058,velocity,APPROVE,0.2291,v2.0
T00001059,none,APPROVE,0.3739,v2.0
T00001060,watchlist,APPROVE,0.0265,v2.0
T00001061,new_device,APPROVE,0.1793,v1.8
T00001062,velocity,APPROVE,1.12,v2.0
T00001063,none,APPROVE,0.5783,v2.0
T00001064,none,APPROVE,0.3556,v1.8
T00001065,geo_mismatch,APPROVE,0.6609,v1.8
T00001066,none,APPROVE,0.608,v1.8
T00001067,new_device,APPROVE,0.3185,v2.0
T00001068,new_device,REVIEW,1.0,v1.8
T00001069,amount_spike,APPROVE,0.4334,v1.8
T00001070,velocity,APPROVE,0.0518,v1.8
T00001071,none,APPROVE,0.2824,v2.0
T00001072,new_device,APPROVE,0.229,v1.8
T00001073,none,APPROVE,0.7144,v2.0
T00001074,velocity,APPROVE,0.4784,v1.8
T00001075,geo_mismatch,APPROVE,0.0,v1.8
T00001076,watchlist,APPROVE,0.5479,v2.0
T00001077,velocity,APPROVE,0.5757,v2.0
T00001078,none,APPROVE,0.1644,v2.0
T00001079,geo_mismatch,APPROVE,0.0783,v1.8
T00001080,new_device,APPROVE,0.2826,v1.8
T00001081,none,APPROVE,0.4568,v2.0
T00001082,none,APPROVE,0.0,v1.8
T00001083,new_device,APPROVE,0.1507,v2.0
T00001084,none,APPROVE,0.4925,v1.8
T00001085,velocity,APPROVE,0.8254,v2.0
T00001086,none,APPROVE,0.2139,v2.0
T00001087,velocity,APPROVE,0.4553,v1.8
T00001088,none,APPROVE,0.0,v2.0
T00001089,velocity,DECLINE,0.6164,v1.8
T00001090,none,APPROVE,0.0744,v1.8
T00001091,geo_mismatch,APPROVE,0.4161,v2.0
T00001092,new_device,APPROVE,0.2213,v2.0
T00001093,geo_mismatch,APPROVE,0.4079,v2.0
T00001094,velocity,APPROVE,0.5184,v2.0
T00001095,geo_mismatch,APPROVE,0.0347,v1.8
T00001096,new_device,APPROVE,0.4648,v1.8
T00001097,geo_mismatch,APPROVE,0.0,v2.0
T00001098,geo_mismatch,APPROVE,0.6335,v1.8
T00001099,geo_mismatch,APPROVE,0.2646,v2.0
T00001100,amount_spike,APPROVE,0.0395,v2.0
T00001101,watchlist,APPROVE,0.4974,v2.0
T00001102,new_device,REVIEW,1.12,v1.8
T00001103,none,APPROVE,0.3713,v2.0
T00001104,new_device,APPROVE,0.635,v2.0
T00001105,velocity,APPROVE,0.3138,v1.8
T00001106,new_device,APPROVE,0.2033,v1.8
T00001107,none,APPROVE,0.0042,v2.0
T00001108,amount_spike,APPROVE,0.168,v2.0
T00001109,new_device,APPROVE,0.3596,v1.8
T00001110,new_device,APPROVE,0.5443,v1.8
T00001111,new_device,APPROVE,0.1808,v1.8
T00001112,new_device,APPROVE,0.8106,v2.0
T00001113,none,APPROVE,0.0123,v2.0
T00001114,geo_mismatch,APPROVE,0.624,v2.0
T00001115,none,APPROVE,0.1428,v1.8
T00001116,none,APPROVE,0.0959,v1.8
T00001117,new_device,APPROVE,0.4775,v2.0
T00001118,velocity,APPROVE,0.0,v2.0
T00001119,new_device,APPROVE,0.0,v1.8
T00001120,watchlist,APPROVE,0.5312,v2.0
T00001121,none,DECLINE,0.7145,v1.8
T00001122,geo_mismatch,APPROVE,0.113,v1.8
T00001123,amount_spike,APPROVE,0.3706,v2.0
T00001124,velocity,APPROVE,0.2869,v2.0
